* RegName			Page			Addr			Defval			Value
*--------------------------------------------------------------------------------
*  Periphery register map
*--------------------------------------------------------------------------------
DigCalibPattern_L_S44			0x0			0x32b			0xff			0xff
DigCalibPattern_L_S45			0x0			0x32c			0xff			0xff
DigCalibPattern_L_S46			0x0			0x32d			0xff			0xff
DigCalibPattern_L_S47			0x0			0x32e			0xff			0xff
DigCalibPattern_L_S48			0x0			0x32f			0xff			0xff
DigCalibPattern_L_S49			0x0			0x330			0xff			0xff
DigCalibPattern_L_S50			0x0			0x331			0xff			0xff
DigCalibPattern_L_S51			0x0			0x332			0xff			0xff
DigCalibPattern_L_S52			0x0			0x333			0xff			0xff
DigCalibPattern_L_S53			0x0			0x334			0xff			0xff
DigCalibPattern_L_S54			0x0			0x335			0xff			0xff
DigCalibPattern_L_S55			0x0			0x336			0xff			0xff
DigCalibPattern_L_S56			0x0			0x337			0xff			0xff
DigCalibPattern_L_S57			0x0			0x338			0xff			0xff
DigCalibPattern_L_S58			0x0			0x339			0xff			0xff
DigCalibPattern_L_S59			0x0			0x33a			0xff			0xff
DigCalibPattern_L_S60			0x0			0x33b			0xff			0xff
DigCalibPattern_L_S61			0x0			0x33c			0xff			0xff
DigCalibPattern_L_S62			0x0			0x33d			0xff			0xff
DigCalibPattern_L_S63			0x0			0x33e			0xff			0xff
DigCalibPattern_L_S64			0x0			0x33f			0xff			0xff
DigCalibPattern_L_S65			0x0			0x340			0xff			0xff
DigCalibPattern_L_S66			0x0			0x341			0xff			0xff
DigCalibPattern_L_S67			0x0			0x342			0xff			0xff
DigCalibPattern_L_S68			0x0			0x343			0xff			0xff
DigCalibPattern_L_S69			0x0			0x344			0xff			0xff
DigCalibPattern_L_S70			0x0			0x345			0xff			0xff
DigCalibPattern_L_S71			0x0			0x346			0xff			0xff
DigCalibPattern_L_S72			0x0			0x347			0xff			0xff
DigCalibPattern_L_S73			0x0			0x348			0xff			0xff
DigCalibPattern_L_S74			0x0			0x349			0xff			0xff
DigCalibPattern_L_S75			0x0			0x34a			0xff			0xff
DigCalibPattern_L_S76			0x0			0x34b			0xff			0xff
DigCalibPattern_L_S77			0x0			0x34c			0xff			0xff
DigCalibPattern_L_S78			0x0			0x34d			0xff			0xff
DigCalibPattern_L_S79			0x0			0x34e			0xff			0xff
DigCalibPattern_L_S80			0x0			0x34f			0xff			0xff
DigCalibPattern_L_S81			0x0			0x350			0xff			0xff
DigCalibPattern_L_S82			0x0			0x351			0xff			0xff
DigCalibPattern_L_S83			0x0			0x352			0xff			0xff
DigCalibPattern_L_S84			0x0			0x353			0xff			0xff
DigCalibPattern_L_S85			0x0			0x354			0xff			0xff
DigCalibPattern_L_S86			0x0			0x355			0xff			0xff
DigCalibPattern_L_S87			0x0			0x356			0xff			0xff
DigCalibPattern_L_S88			0x0			0x357			0xff			0xff
DigCalibPattern_L_S89			0x0			0x358			0xff			0xff
DigCalibPattern_L_S90			0x0			0x359			0xff			0xff
DigCalibPattern_L_S91			0x0			0x35a			0xff			0xff
DigCalibPattern_L_S92			0x0			0x35b			0xff			0xff
DigCalibPattern_L_S93			0x0			0x35c			0xff			0xff
DigCalibPattern_L_S94			0x0			0x35d			0xff			0xff
DigCalibPattern_L_S95			0x0			0x35e			0xff			0xff
DigCalibPattern_L_S96			0x0			0x35f			0xff			0xff
DigCalibPattern_L_S97			0x0			0x360			0xff			0xff
DigCalibPattern_L_S98			0x0			0x361			0xff			0xff
DigCalibPattern_L_S99			0x0			0x362			0xff			0xff
DigCalibPattern_L_S100			0x0			0x363			0xff			0xff
DigCalibPattern_L_S101			0x0			0x364			0xff			0xff
DigCalibPattern_L_S102			0x0			0x365			0xff			0xff
DigCalibPattern_L_S103			0x0			0x366			0xff			0xff
DigCalibPattern_L_S104			0x0			0x367			0xff			0xff
DigCalibPattern_L_S105			0x0			0x368			0xff			0xff
DigCalibPattern_L_S106			0x0			0x369			0xff			0xff
DigCalibPattern_L_S107			0x0			0x36a			0xff			0xff
DigCalibPattern_L_S108			0x0			0x36b			0xff			0xff
DigCalibPattern_L_S109			0x0			0x36c			0xff			0xff
DigCalibPattern_L_S110			0x0			0x36d			0xff			0xff
DigCalibPattern_L_S111			0x0			0x36e			0xff			0xff
DigCalibPattern_L_S112			0x0			0x36f			0xff			0xff
DigCalibPattern_L_S113			0x0			0x370			0xff			0xff
DigCalibPattern_L_S114			0x0			0x371			0xff			0xff
DigCalibPattern_L_S115			0x0			0x372			0xff			0xff
DigCalibPattern_L_S116			0x0			0x373			0xff			0xff
DigCalibPattern_L_S117			0x0			0x374			0xff			0xff
DigCalibPattern_L_S118			0x0			0x375			0xff			0xff
DigCalibPattern_L_S119			0x0			0x376			0xff			0xff
DigCalibPattern_L_S120			0x0			0x377			0xff			0xff
